president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Economy,Morning Consult,,3/6/2026,3/8/2026,2002, RV,0.6544286,0.0464524,,43,50,-7,40.07255,55.02652,-14.95397,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/8/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Strong,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000, RV,1.378276,0.0444605,,30,49,-19,26.99255,47.15416,-20.16161,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000, RV,1.378276,0.0444605,,44,54,-10,43.39392,54.21859,-10.82467,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000, RV,1.378276,0.0444605,,14,5,9,16.43497,7.131546,9.303425,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000, RV,1.378276,0.0444605,,44,54,-10,43.95729,53.64371,-9.68642,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/3/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Beacon Research/Shaw & Co. Research,FOX News,2/28/2026,3/2/2026,1004, RV,1.351481,0.041774,,24,45,-21,24.43258,44.65005,-20.21747,https://www.foxnews.com/politics/fox-news-poll-views-divided-us-action-against-iran,3/2/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Beacon Research/Shaw & Co. Research,FOX News,2/28/2026,3/2/2026,1004, RV,1.351481,0.041774,,19,12,7,18.06411,11.60671,6.457399,https://www.foxnews.com/politics/fox-news-poll-views-divided-us-action-against-iran,3/2/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Beacon Research/Shaw & Co. Research,FOX News,2/28/2026,3/2/2026,1004, RV,1.351481,0.041774,,43,57,-14,42.75167,55.78682,-13.03515,https://www.foxnews.com/politics/fox-news-poll-views-divided-us-action-against-iran,3/2/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Beacon Research/Shaw & Co. Research,FOX News,2/28/2026,3/2/2026,1004, RV,1.351481,0.041774,,43,57,-14,42.16665,56.0402,-13.87355,https://www.foxnews.com/politics/fox-news-poll-views-divided-us-action-against-iran,3/2/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Morning Consult,,3/6/2026,3/8/2026,2002, RV,0.646732,0.0395726,,25,44,-19,23.82487,44.77537,-20.9505,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/8/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Morning Consult,,3/6/2026,3/8/2026,2002, RV,0.646732,0.0395726,,18,9,9,17.52057,9.620383,7.900187,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/8/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,J.L. Partners,Daily Mail,3/2/2026,3/3/2026,1020, RV,0.8493561,0.0393481,,23,42,-19,23.94169,45.64046,-21.69877,www.dailymail.co.uk/news/article-15611199/iran-strikes-trump-approval-rating.html,3/3/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),All polls,J.L. Partners,Daily Mail,3/2/2026,3/3/2026,1020, RV,0.8493561,0.0393481,,39,50,-11,38.95232,53.71215,-14.75983,www.dailymail.co.uk/news/article-15611199/iran-strikes-trump-approval-rating.html,3/3/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,J.L. Partners,Daily Mail,3/2/2026,3/3/2026,1020, RV,0.8493561,0.0393481,,39,50,-11,39.52822,53.51292,-13.9847,www.dailymail.co.uk/news/article-15611199/iran-strikes-trump-approval-rating.html,3/3/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Weak,J.L. Partners,Daily Mail,3/2/2026,3/3/2026,1020, RV,0.8493561,0.0393481,,16,8,8,15.1625,8.485273,6.677227,www.dailymail.co.uk/news/article-15611199/iran-strikes-trump-approval-rating.html,3/3/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,Economist,3/6/2026,3/9/2026,1563, A,0.5558172,0.0378054,,40,55,-15,40.06847,54.53004,-14.46157,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf,3/9/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),Strong,Trafalgar Group,,3/1/2026,3/3/2026,1098, LV,0.9017331,0.0373975,,40.8,44.5,-3.700001,32.23304,46.79367,-14.56063,https://www.thetrafalgargroup.org/wp-content/uploads/2026/03/National-26-Trump-Iran-Approval-Report-0304.pdf,3/3/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Trafalgar Group,,3/1/2026,3/3/2026,1098, LV,0.9017331,0.0373975,,8.7,3.5,5.2,13.44787,4.668798,8.779072,https://www.thetrafalgargroup.org/wp-content/uploads/2026/03/National-26-Trump-Iran-Approval-Report-0304.pdf,3/3/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Trafalgar Group,,3/1/2026,3/3/2026,1098, LV,0.9017331,0.0373975,,49.5,48,1.5,46.12452,51.02027,-4.895752,https://www.thetrafalgargroup.org/wp-content/uploads/2026/03/National-26-Trump-Iran-Approval-Report-0304.pdf,3/3/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Trafalgar Group,,3/1/2026,3/3/2026,1098, LV,0.9017331,0.0373975,,49.5,48,1.5,45.55793,51.23362,-5.67569,https://www.thetrafalgargroup.org/wp-content/uploads/2026/03/National-26-Trump-Iran-Approval-Report-0304.pdf,3/3/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,Economist,3/6/2026,3/9/2026,1563, A,0.5350828,0.0363071,,23,48,-25,25.03222,47.00601,-21.97379,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf,3/9/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,Economist,3/6/2026,3/9/2026,1563, A,0.5350828,0.0363071,,17,7,10,16.72152,7.204475,9.517044,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf,3/9/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Cost,Harris Insights & Analytics,Harvard CAPS,2/25/2026,2/26/2026,1999, RV,1.140718,0.0346278,,44,50,-6,40.85061,53.6697,-12.81909,https://harvardharrispoll.com/key-results-february-2026/,2/26/2026,16:01:25  2 Apr 2026
Donald Trump (2nd term),Voters,Morning Consult,,3/6/2026,3/8/2026,2002, RV,0.5554609,0.0344935,,44,53,-9,42.90062,53.67728,-10.77666,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/8/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/6/2026,3/12/2026,1500, LV,0.3391419,0.0341859,TRUE,44,54,-10,41.22636,55.55544,-14.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/12/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/6/2026,3/12/2026,1500, LV,0.3391419,0.0341859,TRUE,44,54,-10,40.45343,55.72619,-15.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/12/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,Economist,3/6/2026,3/9/2026,1563, A,0.4926515,0.0338623,,40,55,-15,41.59466,53.74012,-12.14546,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EcCnfRV.pdf,3/9/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,Rasmussen Reports,,3/1/2026,3/5/2026,1851, LV,0.8374279,0.0331594,,30,43,-13,25.62962,44.40892,-18.7793,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_1_5_2026,3/5/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Rasmussen Reports,,3/1/2026,3/5/2026,1851, LV,0.8374279,0.0331594,,15,11,4,16.21883,11.67325,4.54558,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_march_1_5_2026,3/5/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Cost,YouGov,Economist,2/27/2026,3/2/2026,1515, A,0.5941261,0.0286316,,31,63,-32,31.50546,62.67575,-31.17029,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,3/2/2026,16:01:25  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/12/2026,3/18/2026,1500, LV,0.1139492,0.0272507,TRUE,44,55,-11,40.45343,56.72619,-16.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/18/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/12/2026,3/18/2026,1500, LV,0.1139492,0.0272507,TRUE,44,55,-11,41.22636,56.55544,-15.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/18/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Cost,John Zogby Strategies,,2/25/2026,2/26/2026,1015, LV,0.9416481,0.0258104,,42.9,51.5,-8.599998,40.606,53.94585,-13.33985,https://johnzogbystrategies.com/presidents-approval-up-3-points-post-state-of-the-union-now-47-approve-50-disapprove-americans-split-even-on-his-iran-policy/,2/26/2026,16:01:25  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/11/2026,3/17/2026,1500, LV,0.1141013,0.024559,TRUE,44,55,-11,40.45343,56.72619,-16.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/17/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/11/2026,3/17/2026,1500, LV,0.1141013,0.024559,TRUE,44,55,-11,41.22636,56.55544,-15.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/17/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,Ipsos,Reuters,2/28/2026,3/1/2026,1282, A,0.9505742,0.0238031,,19,47,-28,23.14199,47.00953,-23.86754,https://www.ipsos.com/en-us/more-americans-disapprove-approve-us-strikes-against-iran,3/1/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,Ipsos,Reuters,2/28/2026,3/1/2026,1282, A,0.9505742,0.0238031,,19,13,6,16.84753,11.53999,5.30754,https://www.ipsos.com/en-us/more-americans-disapprove-approve-us-strikes-against-iran,3/1/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/9/2026,3/13/2026,1500, LV,0.1597166,0.0232907,TRUE,44,54,-10,41.22636,55.55544,-14.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/13/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/9/2026,3/13/2026,1500, LV,0.1597166,0.0232907,TRUE,44,54,-10,40.45343,55.72619,-15.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/13/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Morning Consult,,3/6/2026,3/8/2026,2002, RV,0.3087825,0.0224656,,44,53,-9,42.40576,54.55352,-12.14776,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,3/8/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,2/28/2026,3/1/2026,1282, A,0.7265179,0.0222566,,39,56,-17,40.91029,56.44202,-15.53173,https://www.ipsos.com/en-us/more-americans-disapprove-approve-us-strikes-against-iran,3/1/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,2/28/2026,3/1/2026,1282, A,0.7265179,0.0222566,,35,59,-24,38.09627,59.00053,-20.90426,https://www.ipsos.com/en-us/more-americans-disapprove-approve-us-strikes-against-iran,3/1/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/10/2026,3/16/2026,1500, LV,0.114435,0.0219004,TRUE,44,54,-10,40.45343,55.72619,-15.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/16/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/10/2026,3/16/2026,1500, LV,0.114435,0.0219004,TRUE,44,54,-10,41.22636,55.55544,-14.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/16/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/28/2026,3/4/2026,3000, RV,0.6690161,0.021075,,46,52,-6,42.321,54.65636,-12.33536,https://napolitannews.org/jobapproval,3/4/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,2/28/2026,3/4/2026,3000, RV,0.6690161,0.021075,,46,52,-6,41.58654,54.83046,-13.24392,https://napolitannews.org/jobapproval,3/4/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,2/28/2026,3/4/2026,3000, RV,0.6690161,0.021075,,25,41,-16,24.33673,44.71667,-20.37994,https://napolitannews.org/jobapproval,3/4/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,RMG Research,Napolitan News Service,2/28/2026,3/4/2026,3000, RV,0.6690161,0.021075,,21,11,10,17.45852,10.55233,6.906191,https://napolitannews.org/jobapproval,3/4/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Economy,YouGov,Economist,2/27/2026,3/2/2026,1515, A,0.5810632,0.0180188,,37,58,-21,38.04517,58.3217,-20.27653,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,3/2/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Cost,YouGov,CBS News,2/25/2026,2/27/2026,2264, A,0.6988698,0.0170342,,34,66,-32,34.50546,65.67575,-31.17029,https://assets1.cbsnewsstatic.com/hub/cms/prod_cms_alt/file/2026/02/28/6c3e8eb2-7f6e-4ddc-9f53-7d77252f58e7/cbs_20260301_iran.pdf,2/27/2026,16:01:25  2 Apr 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,2/28/2026,3/1/2026,1282, A,0.7265179,0.0166925,,38,60,-22,38.51297,58.63894,-20.12597,https://www.ipsos.com/en-us/more-americans-disapprove-approve-us-strikes-against-iran,3/1/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,2/28/2026,3/1/2026,1282, A,0.7265179,0.0166925,,38,60,-22,39.84302,57.95902,-18.116,https://www.ipsos.com/en-us/more-americans-disapprove-approve-us-strikes-against-iran,3/1/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,YouGov,Economist,2/27/2026,3/2/2026,1366, RV,0.6555566,0.0136096,,42,56,-14,42.48236,55.03912,-12.55676,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,3/2/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Trade,Harris Insights & Analytics,Harvard CAPS,2/25/2026,2/26/2026,1999, RV,1.140718,0.0115426,,43,50,-7,41.5547,52.45981,-10.90511,https://harvardharrispoll.com/key-results-february-2026/,2/26/2026,16:01:27  2 Apr 2026
Donald Trump (2nd term),Economy,Harris Insights & Analytics,Harvard CAPS,2/25/2026,2/26/2026,1999, RV,1.140718,0.0115426,,45,49,-4,43.22975,51.49404,-8.26429,https://harvardharrispoll.com/key-results-february-2026/,2/26/2026,16:01:18  2 Apr 2026
Donald Trump (2nd term),Immigration,Harris Insights & Analytics,Harvard CAPS,2/25/2026,2/26/2026,1999, RV,1.140718,0.0115426,,48,46,2,45.94585,48.80116,-2.855309,https://harvardharrispoll.com/key-results-february-2026/,2/26/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Adults,YouGov,Economist,2/27/2026,3/2/2026,1515, A,0.5006279,0.0108288,,38,59,-21,38.06847,58.53004,-20.46157,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,3/2/2026,16:00:59  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,2/27/2026,3/5/2026,1500, LV,0.3391924,0.010488,TRUE,45,54,-9,42.22636,55.55544,-13.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/5/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,2/27/2026,3/5/2026,1500, LV,0.3391924,0.010488,TRUE,45,54,-9,41.45343,55.72619,-14.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/5/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Weak,YouGov,Economist,2/27/2026,3/2/2026,1515, A,0.4853031,0.0102073,,15,8,7,14.72152,8.204475,6.517045,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,3/2/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),Strong,YouGov,Economist,2/27/2026,3/2/2026,1515, A,0.4853031,0.0102073,,23,51,-28,25.03222,50.00601,-24.97379,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,3/2/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,2/28/2026,3/1/2026,1000, RV,0.4344129,0.0101515,,45,54,-9,41.321,56.65636,-15.33536,https://napolitannews.org/posts/just-33-percent-say-its-appropriate-to-attack-a-foreign-nation-to-overthrow-their-government,3/1/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,2/28/2026,3/1/2026,1000, RV,0.4344129,0.0101515,,25,41,-16,24.33673,44.71667,-20.37994,https://napolitannews.org/posts/just-33-percent-say-its-appropriate-to-attack-a-foreign-nation-to-overthrow-their-government,3/1/2026,16:01:04  2 Apr 2026
Donald Trump (2nd term),Weak,RMG Research,Napolitan News Service,2/28/2026,3/1/2026,1000, RV,0.4344129,0.0101515,,20,13,7,16.45852,12.55233,3.906191,https://napolitannews.org/posts/just-33-percent-say-its-appropriate-to-attack-a-foreign-nation-to-overthrow-their-government,3/1/2026,16:01:12  2 Apr 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,2/28/2026,3/1/2026,1000, RV,0.4344129,0.0101515,,45,54,-9,40.58654,56.83046,-16.24392,https://napolitannews.org/posts/just-33-percent-say-its-appropriate-to-attack-a-foreign-nation-to-overthrow-their-government,3/1/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,YouGov,Economist,2/27/2026,3/2/2026,1515, A,0.4744961,0.0097299,,38,59,-21,39.59466,57.74012,-18.14546,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ubu5DXD.pdf,3/2/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/5/2026,3/11/2026,1500, LV,0.1135084,0.0088001,TRUE,45,53,-8,41.45343,54.72619,-13.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/11/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/5/2026,3/11/2026,1500, LV,0.1135084,0.0088001,TRUE,45,53,-8,42.22636,54.55544,-12.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/11/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Immigration,John Zogby Strategies,,2/25/2026,2/26/2026,1015, LV,0.9416481,0.0086035,,48.8,47.1,1.700001,45.90804,50.11589,-4.207851,https://johnzogbystrategies.com/presidents-approval-up-3-points-post-state-of-the-union-now-47-approve-50-disapprove-americans-split-even-on-his-iran-policy/,2/26/2026,16:01:22  2 Apr 2026
Donald Trump (2nd term),Trade,John Zogby Strategies,,2/25/2026,2/26/2026,1015, LV,0.9416481,0.0086035,,42.8,51.8,-9,41.12651,53.24532,-12.11881,https://johnzogbystrategies.com/presidents-approval-up-3-points-post-state-of-the-union-now-47-approve-50-disapprove-americans-split-even-on-his-iran-policy/,2/26/2026,16:01:27  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/4/2026,3/10/2026,1500, LV,0.1138357,0.0079068,TRUE,47,52,-5,43.45343,53.72619,-10.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/10/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/4/2026,3/10/2026,1500, LV,0.1138357,0.0079068,TRUE,47,52,-5,44.22636,53.55544,-9.329079,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/10/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/2/2026,3/6/2026,1500, LV,0.1597297,0.007357,TRUE,46,53,-7,43.22636,54.55544,-11.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/6/2026,16:00:51  2 Apr 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,3/2/2026,3/6/2026,1500, LV,0.1597297,0.007357,TRUE,46,53,-7,42.45343,54.72619,-12.27276,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/6/2026,16:00:37  2 Apr 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,3/3/2026,3/9/2026,1500, LV,0.1142949,0.0070194,TRUE,46,53,-7,43.22636,54.55544,-11.32908,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,3/9/2026,16:00:51  2 Apr 2026
